Joshua Project People Group Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROG3;Ctry;PeopleID3;ROP3;PeopNameAcrossCountries;PeopNameInCountry;Population;JPScale;LeastReached;Frontier;ROL3;PrimaryLanguageName;BibleStatus;RLG3;PrimaryReligion;PercentAdherents;PctChristianRange;PercentEvangelical;PctEvangelicalRange;ROP1;PeopleID1;AffinityBloc;PeopleID2;ROP2;PeopleCluster;RegionCode;RegionName;ROG2;Continent;10_40Window;CountOfCountries;IndigenousCode;WorkersNeeded;Latitude;Longitude
CM;Cameroon;19341;115393;Mazagway;Mazagway;37000;1;Y;N;dkx;Mazagway-Hidi;3;6;Islam;5;2-5%;0.8;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;1;10.17602;13.70867
CM;Cameroon;13623;106469;Mbaw;Mbaw;2800;3;N;N;mtk;Mbo';1;1;Christianity;62;50-100%;0.5;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.28058;11.10479
CM;Cameroon;13624;106470;Mbedam;Mbedam;12000;3;N;N;xmd;Mbudum;4;1;Christianity;55;50-100%;0.8;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.46098;13.93629
CM;Cameroon;21985;119007;Mbessa;Mbessa;28000;4;N;N;emz;Mbessa;2;1;Christianity;65;50-100%;9;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.18;10.38
CM;Cameroon;13628;106476;Mbimu;Mbimu;13000;4;N;N;mcx;Mpiemo;3;1;Christianity;70;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;2;Y;;3.49606;15.10942
CM;Cameroon;13629;114979;Mbo;Mbo;103000;4;N;N;mbo;Mbo (Cameroon);2;1;Christianity;70;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;336;C0260;Bantu, Central-Lakes;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.12587;9.94268
CM;Cameroon;13632;106482;Mboku;Mboku;23000;5;N;N;mqb;Mbuko;4;1;Christianity;75;50-100%;15;10-50%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.77967;14.16608
CM;Cameroon;13630;106479;Mbonga, Mboa;Mbonga, Mboa;3100;3;N;N;xmb;Mbonga;1;1;Christianity;59;50-100%;0.3;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;5.75001;13.64964
CM;Cameroon;19342;115394;Mbu;Mbu;300;3;N;N;muc;Ajumbu;1;1;Christianity;66;50-100%;1;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.53675;10.25353
CM;Cameroon;22329;119330;Mbuk;Mbuk;700;3;N;N;bpc;Mbuk;2;1;Christianity;55;50-100%;;Unknown;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.58;10.37
CM;Cameroon;13642;106494;Mbum;Mbum, Wuna;93000;5;N;N;mdd;Mbum;4;6;Islam;27;10-50%;16;10-50%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;3;Y;;7.82486;13.11728
CM;Cameroon;13655;106513;Mefele;Mefele;21000;2;N;N;mfj;Mefele;2;4;Ethnic Religions;10;5-10%;1.5;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.70269;13.8053
CM;Cameroon;13661;106523;Mekaf;Mekaf, Naki;7300;4;N;N;mff;Naki;1;1;Christianity;69;50-100%;3.5;2-5%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.79962;10.27467
CM;Cameroon;13672;106540;Mengaka, Ghap;Mengaka, Ghap;48000;4;N;N;xmg;Mengaka;4;1;Christianity;73;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.70875;10.33629
CM;Cameroon;13676;106547;Menka;Menka;11000;4;N;N;mea;Menka;2;1;Christianity;74;50-100%;2.5;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.94479;9.69448
CM;Cameroon;13684;106558;Mere;Mere;33000;4;N;N;meq;Merey;4;6;Islam;30;10-50%;3.4;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.74795;14.08665
CM;Cameroon;13715;106626;Mijong;Mijong, Missong;2700;4;N;N;mij;Mungbam;1;1;Christianity;55;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.57754;10.22675
CM;Cameroon;13760;106702;Mofu, North;Mofu, North;91000;2;N;N;mfk;Mofu, North;4;6;Islam;8;5-10%;2;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.68799;14.1108
CM;Cameroon;15021;109452;Mofu, South;Mofu, South;128000;4;N;N;mif;Mofu-Gudur;4;4;Ethnic Religions;20;10-50%;3;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.54926;14.02533
CM;Cameroon;13778;106735;Molokwo;Molokwo;21000;4;N;N;mlw;Moloko;3;6;Islam;8;5-10%;3.5;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.79455;14.24796
CM;Cameroon;19379;115334;Mono;Mono;400;4;N;N;mru;Mono (Cameroon);0;6;Islam;15;10-50%;4;2-5%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;8.78385;14.22556
CM;Cameroon;13851;106850;Mubako;Mubako, Mumbake;50000;2;N;N;muo;Mubako;2;1;Christianity;42.9;10-50%;1.5;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;Y;;5.76391;10.22912
CM;Cameroon;13863;106885;Mulimba;Mulimba, Limba;4400;4;N;N;mzd;Mulimba;2;1;Christianity;74;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;3.76168;9.6487
CM;Cameroon;13864;106889;Mum;Mum, Bamun;702000;4;N;N;bax;Bamun;5;6;Islam;8.5;5-10%;2.4;2-5%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.58897;10.85543
CM;Cameroon;13865;106891;Mumuye;Mumuye;16000;2;N;N;mzm;Mumuye;4;4;Ethnic Religions;15;10-50%;0.3;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;N;;9.095561;12.907633
CM;Cameroon;13868;106897;Mundang;Mundang, Lere;148000;4;N;N;mua;Mundang;5;1;Christianity;50;10-50%;2.5;2-5%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.04259;14.40787
CM;Cameroon;13869;106898;Mundani;Mundani;98000;5;N;N;mnf;Mundani;4;1;Christianity;73;50-100%;20;10-50%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.67228;9.90906
CM;Cameroon;13840;106832;Musgum, Mulwi;Musgum, Mulwi;234000;2;N;N;mug;Musgu;5;6;Islam;25;10-50%;2;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.802;14.89536
CM;Cameroon;13898;106976;Muyang;Muyang, Myau;48000;2;N;N;muy;Muyang;4;6;Islam;7;5-10%;0.4;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.86079;14.21112
CM;Cameroon;13263;107140;Ncane;Ncane;20000;3;N;N;ncr;Nchane;4;1;Christianity;70;50-100%;1;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.5502;10.54773
CM;Cameroon;13292;107172;Ndola;Ndola;4000;4;N;N;ndr;Ndoola;3;1;Christianity;74;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;7.49305;12.14559
CM;Cameroon;13290;107170;Ndop-Bamessing;Ndop-Bamessing, Ndob;42000;4;N;N;ndb;Kenswei Nsei;3;4;Ethnic Religions;20;10-50%;3;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.01898;10.41255
CM;Cameroon;13291;107171;Ndop-Bamunka;Ndop-Bamunka, Muka;48000;4;N;N;bvm;Ngiemekohke;4;1;Christianity;74;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.01433;10.50956
CM;Cameroon;13293;107173;Ndreme;Ndreme, Pelasla;21000;4;N;N;mlr;Vame;4;4;Ethnic Religions;10;5-10%;2.5;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.94629;14.21432
CM;Cameroon;13312;107199;Nen, Banen;Nen, Banen;206000;4;N;N;tvu;Tunen;4;1;Christianity;55;50-100%;4.5;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.67242;10.55475
CM;Cameroon;13325;107223;Nfumte;Nfumte;82000;5;N;N;nfu;Mfumte;2;1;Christianity;75;50-100%;20;10-50%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.628576797;10.98734823
CM;Cameroon;19286;115389;Ngamambo;Ngamambo;142000;4;N;N;nbv;Moghamo;4;1;Christianity;62;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.87931;10.08198
CM;Cameroon;14763;108711;Ngambay;Ngambay;95000;4;N;N;sba;Ngambay;5;1;Christianity;55;50-100%;7;5-10%;A013;22;Sub-Saharan Peoples;278;C0189;Sara-Bagirmi;8;Africa, West and Central;AFR;Africa;N;3;Y;;8.42629;15.11618
CM;Cameroon;13351;107261;Ngemba;Ngemba;37000;5;N;N;nge;Ngemba;4;1;Christianity;74;50-100%;18;10-50%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.0471;10.10057
CM;Cameroon;13355;107267;Ngi;Ngi, Angie;74000;4;N;N;ngj;Ngie;4;1;Christianity;76;50-100%;7;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.93935;9.79766
CM;Cameroon;13358;107271;Ngishe;Ngishe;18000;3;N;N;nsh;Ngoshie;2;1;Christianity;70;50-100%;1;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.04679;9.83103
CM;Cameroon;13360;107273;Ngo;Ngo, Babungo;45000;4;N;N;bav;Vengo;4;1;Christianity;74;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.10804;10.40851
CM;Cameroon;13363;107276;Ngomba;Ngomba;131000;3;N;N;jgo;Ngomba;4;1;Christianity;76;50-100%;0.1;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.61971;10.23795
CM;Cameroon;13368;107283;Ngoshe Sama;Ngoshe Sama, Ngossi;2000;2;N;N;ngs;Gvoko;2;4;Ethnic Religions;25;10-50%;0.2;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.98668;13.7821
CM;Cameroon;13371;107287;Ngumba;Ngumba, Mvumbo;30000;4;N;N;nmg;Kwasio;3;1;Christianity;77;50-100%;3.5;2-5%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;2;Y;;3.06009;10.2998
CM;Cameroon;13381;107300;Ngwe, Bamileke-Foto;Ngwe, Bamileke-Foto;146000;4;N;N;nwe;Ngwe;2;1;Christianity;76;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.52327;9.89054
CM;Cameroon;13383;107302;Ngwo;Ngwo, Ngwaw;38000;3;N;N;ngn;Ngwo;4;1;Christianity;73;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.16675;9.85236
CM;Cameroon;19382;115349;Nimbari, Nyamnyam;Nimbari, Nyamnyam;300;2;N;N;xxx;Language unknown;0;6;Islam;30;10-50%;0.8;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;9.67581;13.82656
CM;Cameroon;13413;107350;Njen, Nzin;Njen, Nzin;3500;4;N;N;njj;Njen;2;6;Islam;8;5-10%;3;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.75046;9.90516
CM;Cameroon;15209;109746;Njikum;Njikum;4600;5;N;N;jbu;Jukun Takum;4;1;Christianity;62;50-100%;26;10-50%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;6.86384;10.51587
CM;Cameroon;19343;115395;Njyem;Njyem;5400;4;N;N;njy;Njyem;3;1;Christianity;72;50-100%;7;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;2.4421;14.07319
CM;Cameroon;13419;107357;Nkom;Nkom, Kom;389000;4;N;N;bkm;Kom (Cameroon);4;4;Ethnic Religions;20;10-50%;9;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.27076;10.34254
CM;Cameroon;19662;115396;Nkongho;Nkongho;4400;4;N;N;nkc;Nkongho;1;1;Christianity;69;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.33567;9.80423
CM;Cameroon;13966;107381;Nomande;Nomande, Mandi;20000;4;N;N;lem;Nomaande;4;1;Christianity;69;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.57935;10.90669
CM;Cameroon;13970;107385;Noni;Noni;67000;4;N;N;nhu;Noone;4;1;Christianity;70;50-100%;7;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.39044;10.57116
CM;Cameroon;10236;100203;Nsari, Akweto;Nsari, Akweto;14000;3;N;N;asj;Sari;4;1;Christianity;70;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.62288;10.60167
CM;Cameroon;14085;107539;Nyang;Nyang, Manyang;162000;4;N;N;ken;Kenyang;4;1;Christianity;66;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.51419;9.5043
CM;Cameroon;20547;116899;Nyokon;Nyokon;5900;4;N;N;nvo;Nyokon;2;1;Christianity;55;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;3.884633;11.500906
CM;Cameroon;14107;107573;Nzakmbay;Nzakmbay;25000;5;N;N;nzy;Nzakambay;4;4;Ethnic Religions;40;10-50%;23;10-50%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;Y;;7.63605;15.54214
CM;Cameroon;14108;107574;Nzanyi;Nzanyi, Jeng;29000;4;N;N;nja;Nzanyi;3;6;Islam;15;10-50%;4;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;9.97913;13.37472
CM;Cameroon;14110;107576;Nzime;Nzime;35000;4;N;N;ozm;Koonzime;4;1;Christianity;73;50-100%;7;5-10%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;2;Y;;3.25933;13.54152
CM;Cameroon;22393;119391;Obang Valley;Obang Valley;20000;4;N;N;bby;Befang;2;1;Christianity;89;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.3;10.1
CM;Cameroon;14144;107624;Oku;Oku, Uku;145000;4;N;N;oku;Oku;4;1;Christianity;73;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.22281;10.51195
CM;Cameroon;14226;107694;Osatu;Osatu;800;4;N;N;ost;Osatu;1;1;Christianity;55;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.21005;9.80398
CM;Cameroon;14285;107811;Pana;Pana;6400;4;N;N;pnz;Pana (Central African Republic);4;1;Christianity;51;50-100%;10;5-10%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;4;Y;;7.57024;15.41874
CM;Cameroon;12817;105272;Peere;Peere;58000;4;N;N;pfe;Pere;4;1;Christianity;50;10-50%;9;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;7.50987;12.37072
CM;Cameroon;14376;107999;Peve;Peve, Lame;12000;5;N;N;lme;Peve;4;1;Christianity;45;10-50%;15;10-50%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;8.94841;14.4997
CM;Cameroon;14402;108047;Pinyin;Pinyin, Bapinyi;71000;4;N;N;pny;Pinyin;4;1;Christianity;95;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.78617;10.06672
CM;Cameroon;14420;108078;Pobyeng;Pobyeng, Mpompo;115000;4;N;N;mgg;Mpumpong;4;1;Christianity;70;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;3.05092;14.81427
CM;Cameroon;14422;108082;Podoko;Podoko;72000;4;N;N;pbi;Parkwa;4;4;Ethnic Religions;30;10-50%;5;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;11.01859;14.10091
CM;Cameroon;14429;108092;Pol;Pol, Congo Pol;79000;5;N;N;pmm;Pol;2;1;Christianity;74;50-100%;15;10-50%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;2;Y;;4.98851;13.64311
CM;Cameroon;10587;100811;Pygmy, Baka;Pygmy, Baka;64000;2;N;N;bkc;Baka (Cameroon);3;4;Ethnic Religions;30;10-50%;1.1;0.1-2%;A013;22;Sub-Saharan Peoples;273;C0184;Pygmy;8;Africa, West and Central;AFR;Africa;N;2;Y;;2.12133;14.73379
CM;Cameroon;14728;108648;Sango;Sango;6400;4;N;N;sag;Sango;5;1;Christianity;73;50-100%;10;5-10%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;5;N;;7.599862;14.950844
CM;Cameroon;14762;108710;Sara Mbai;Sara Mbai;6300;5;N;N;myb;Mbay;5;1;Christianity;70;50-100%;30;10-50%;A013;22;Sub-Saharan Peoples;278;C0189;Sara-Bagirmi;8;Africa, West and Central;AFR;Africa;N;4;N;;7.546306711;15.44678064
CM;Cameroon;19046;115351;Sharwa;Sharwa;10000;1;Y;N;swq;Sharwa;2;6;Islam;1;0.1-2%;0.1;0-0.1%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;1;10.14014;13.56021
CM;Cameroon;19047;115353;So, Fo;So, Fo;21000;4;N;N;sox;Swo;3;1;Christianity;73;50-100%;7;5-10%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;3.63962;12.52647
CM;Cameroon;15093;109558;Su;Su, Isubu;2700;5;N;N;szv;Isubu;4;1;Christianity;70;50-100%;25;10-50%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;3.96758;9.36535
CM;Cameroon;15106;109579;Suga, Baghap;Suga, Baghap;31000;4;N;N;sgi;Nizaa;2;6;Islam;13;10-50%;10;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;7.14417;12.41826
CM;Cameroon;15446;109970;Terki;Terki, Teleki;4700;4;N;N;tsh;Matsuva;2;6;Islam;4;2-5%;3;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.15636;13.62811
CM;Cameroon;15480;110049;Tigon;Tigon;67000;4;N;N;nza;Mbembe, Tigon;4;4;Ethnic Religions;45;10-50%;8;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;6.85367;10.69909
CM;Cameroon;15486;110055;Tikar;Tikar, Twumwu;184000;3;N;N;tik;Tikar;4;1;Christianity;65;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.85445;11.58374
CM;Cameroon;15505;110089;Tiv;Tiv;10000;5;N;N;tiv;Tiv;5;1;Christianity;74;50-100%;25;10-50%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;N;;6.45463;9.62521
CM;Cameroon;15614;110241;Tuburi;Tuburi;217000;5;N;N;tui;Tupuri;5;1;Christianity;59;50-100%;14;10-50%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.17395;14.79783
CM;Cameroon;15646;110291;Tuotomb;Tuotomb;1600;3;N;N;ttf;Tuotomb;1;1;Christianity;70;50-100%;0.7;0.1-2%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.65602;10.66044
CM;Cameroon;21360;110341;Twendi;Twendi;3100;1;Y;N;twn;Twendi;0;6;Islam;0.3;0.1-2%;0.1;0-0.1%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;1;6.36656;11.70017
CM;Cameroon;14097;107561;Uhumkighi, Yukuben;Uhumkighi, Yukuben;2900;3;N;N;ybl;Yukuben;2;1;Christianity;55;50-100%;1;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;6.944;10.0828
CM;Cameroon;15742;110449;Usakade;Usakade;26000;3;N;N;usk;Usaghade;2;1;Christianity;62;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;4.72483;8.68242
CM;Cameroon;13173;105952;Vemgo-Mabas;Vemgo-Mabas;1700;4;N;N;vem;Vemgo-Mabas;2;6;Islam;15;10-50%;6;5-10%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.80339;13.67735
CM;Cameroon;15787;110554;Verre;Verre;13000;4;N;N;ver;Verre;3;1;Christianity;51;50-100%;9;5-10%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;Y;;8.76081;12.87377
CM;Cameroon;15807;110593;Vute;Vute;44000;5;N;N;vut;Vute;4;4;Ethnic Religions;20;10-50%;11;10-50%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;5.40059;12.24497
CM;Cameroon;15895;110727;Wawa;Wawa;7700;1;Y;N;www;Wawa;1;6;Islam;1;0.1-2%;1;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;1;6.82544;11.76713
CM;Cameroon;15901;110738;Weh;Weh;16000;5;N;N;weh;Weh;4;1;Christianity;70;50-100%;25;10-50%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.46006;10.12645
CM;Cameroon;15397;110825;Widekum;Widekum, Menemo-Mogamo;109000;4;N;N;mgo;Meta';4;4;Ethnic Religions;20;10-50%;9;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.92187;9.89756
CM;Cameroon;15411;110853;Woko;Woko, Longa;8000;1;Y;N;wok;Longto;1;6;Islam;2;0.1-2%;1;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;1;8.34979;13.06592
CM;Cameroon;15415;110859;Wom;Wom;45000;4;N;N;wom;Wom (Nigeria);2;1;Christianity;50;10-50%;2.5;2-5%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;N;;9.100752;12.900261
