PeopNameInCountry;Ctry;ISO2;Population;Latitude;Longitude;PrimaryLanguageName;PrimaryReligion;Region;PercentChristianity;JPScale
Koke;Chad;CD;1900;10.68288;18.41213;Koke;Ethnoreligion;Middle Africa;0;
Osatu;Cameroon;CM;750;6.222;9.771;Osatu;Ethnoreligion;Middle Africa;0;
Dumbule;Cameroon;CM;175;4.4984;11.0856;Mbule;Christianity;Middle Africa;0;
Carabayo;Colombia;CO;225;-1.8584;-69.789;Carabayo;Ethnoreligion;South America;0;
Hijuk;Cameroon;CM;1000;4.4049;11.0124;Hijuk;Christianity;Middle Africa;0;
Eman;Cameroon;CM;2000;6.2529;9.6538;Eman;Christianity;Middle Africa;0;
Playero;Colombia;CO;150;6.9523;-71.1647;Playero;Ethnoreligion;South America;10;
Sokoro;Chad;CD;15500;11.604342;17.41242;Sokoro;Islam;Middle Africa;0;
Animpokoimo;Brazil;BR;45;-0.166667;-57.583333;Waiwai;Ethnoreligion;South America;0;
Huachipaire;Peru;PE;2100;-12.838;-71.3632;Huachipaeri;Ethnoreligion;South America;0;
Turiwara;Brazil;BR;60;-2.671;-48.281;Tembé;Ethnoreligion;South America;10;
Pakaasnovos;Brazil;BR;2400;-11.4294;-65.2541;Pakaásnovos;Ethnoreligion;South America;10;
Piraha;Brazil;BR;425;-7.033333;-61.966667;Pirahã;Ethnoreligion;South America;0;
Kaliko;South Sudan;OD;12500;3.712946;30.612637;Keliko;Ethnoreligion;Northern Africa;0;
Dimbong;Cameroon;CM;350;4.8544;11.1207;Bafia;Christianity;Middle Africa;0;
Katawian;Brazil;BR;500;-0.903553;-58.002493;Waiwai;Christianity;South America;0;
Ntrubo;Ghana;GH;15000;7.86137;0.53353;Delo;Christianity;Western Africa;0;
Miriti-Tapuia;Brazil;BR;125;0.58896;-69.74316;Tucano;Ethnoreligion;South America;0;
Nyengo;Angola;AO;28000;-17.23137;22.47872;Nyengo;Ethnoreligion;Middle Africa;0;
Gavioa of Rondonia;Brazil;BR;600;-10.666667;-61.666667;Gavião Do Jiparaná;Ethnoreligion;South America;10;
Mehinaku;Brazil;BR;250;-12.5;-53.5;Mehináku;Ethnoreligion;South America;0;
Japredia;Venezuela;VE;200;10.55231;-72.71012;Japreria;Ethnoreligion;South America;75;
Krikati;Brazil;BR;900;-5.896;-46.928;Krikati-Timbira;Ethnoreligion;South America;10;
Wayoro;Brazil;BR;175;-12.0283;-62.5087;Portuguese;Ethnoreligion;South America;0;
Tora;Brazil;BR;300;-6.25;-61.666667;Portuguese;Ethnoreligion;South America;0;
Waura;Brazil;BR;400;-12.77;-52.927;Waurá;Ethnoreligion;South America;0;
Katukina-Juruá;Brazil;BR;400;-8.163076;-70.353577;Katukína, Panoan;Christianity;South America;10;
Surui of Para;Brazil;BR;325;-5.9288;-48.639;Suruí Do Pará;Ethnoreligion;South America;75;
Suruwaha;Brazil;BR;150;-6.833333;-66.333333;Suruahá;Ethnoreligion;South America;0;
Tado;Colombia;CO;1200;5.2824;-76.32548;Embera Tadó;Ethnoreligion;South America;75;
Eklenjuy Chorote;Argentina;AR;1300;-22.1896;-63.23831;Chorote, Iyojwa’ja;Ethnoreligion;South America;75;
Wanano;Brazil;BR;500;1.089884;-69.83714;Wanano;Ethnoreligion;South America;75;
Pemon;Venezuela;VE;20500;5.29;-62.03638;Pemon;Ethnoreligion;South America;75;
Kaxarari;Brazil;BR;325;-9.416667;-66.416667;Kaxararí;Ethnoreligion;South America;75;
Saliba;Colombia;CO;1900;4.7886;-71.3376;Sáliba;Ethnoreligion;South America;75;
Puinave;Venezuela;VE;1200;4.03497;-67.39418;Puinave;Christianity;South America;75;
Puinave;Colombia;CO;4400;3.88056;-67.96124;Puinave;Ethnoreligion;South America;75;
Ocaina;Peru;PE;100;-2.3324;-71.8834;Ocaina;Ethnoreligion;South America;75;
Corongo Ancash Quechua;Peru;PE;8300;-8.5134;-77.854;Quechua, Corongo Ancash;Christianity;South America;75;
Salasaca Highland Quichua;Ecuador;EC;21000;-1.35447;-78.39531;Quichua, Salasaca Highland;Ethnoreligion;South America;10;
Nchumbulu;Ghana;GH;2900;8.0161;-0.9055;Nchumbulu;Christianity;Western Africa;75;
Dek;Cameroon;CM;6100;11.01828;14.48328;Dek;Islam;Middle Africa;0;
Efutu;Ghana;GH;169000;5.5121;-0.5144;Awutu;Ethnoreligion;Western Africa;75;
Nchumunu;Ghana;GH;21500;7.70712;-0.43011;Dwang;Ethnoreligion;Western Africa;75;
Santrokofi;Ghana;GH;13000;7.1997;0.4674;Selee;Ethnoreligion;Western Africa;75;
Logba;Ghana;GH;11500;6.92838;0.43068;Logba;Ethnoreligion;Western Africa;75;
Koma;Ghana;GH;6200;10.23684;-1.54376;Konni;Ethnoreligion;Western Africa;75;
Nyangbo;Ghana;GH;7700;6.82649;0.37152;Nyagbo;Ethnoreligion;Western Africa;75;
Gurunsi;Ghana;GH;1295000;10.795268;-0.856909;Farefare;Ethnoreligion;Western Africa;10;
Tamprusi;Ghana;GH;26500;9.8376;-1.3529;Tampulma;Ethnoreligion;Western Africa;75;
Wasa;Ghana;GH;358000;5.74109;-2.16028;Wasa;Christianity;Western Africa;75;
Southern Krumen;Cote d’Ivoire;IV;57500;4.90629;-7.25112;Krumen, Tepo;Christianity;Western Africa;75;
Southern Krumen;Liberia;LI;5800;4.7565;-7.5866;Krumen, Tepo;Christianity;Western Africa;75;
Angolans;Portugal;PO;80500;38.721569;-9.214132;Portuguese;Christianity;Southern Europe;75;
Xokleng;Brazil;BR;1900;-26.916667;-49.583333;Portuguese;Ethnoreligion;South America;10;
Satere;Brazil;BR;11000;-3.633333;-56.833333;Sateré-Mawé;Ethnoreligion;South America;75;
Waiwai;Brazil;BR;2900;1.1057;-59.9041;Waiwai;Ethnoreligion;South America;75;
Xerente;Brazil;BR;3000;-9.583333;-48.25;Xerénte;Christianity;South America;75;
Panare;Venezuela;VE;3200;6.95035;-65.84825;E’ñapa Woromaipu;Ethnoreligion;South America;10;
Tanimuca-Retuama;Colombia;CO;600;-0.4875;-70.4721;Tanimuca-Letuama;Ethnoreligion;South America;75;
Kariri;Brazil;BR;125;-7.2931;-39.803;Portuguese;Ethnoreligion;South America;75;
Guianese Mulatto;French Guiana;FG;119000;4.893;-52.333;Guianese French Creole;Christianity;South America;10;
Northwest Jujuy Quechua;Argentina;AR;7200;-22.720854;-65.694886;Quechua, South Bolivian;Ethnoreligion;South America;75;
Hixkariana;Brazil;BR;850;-1.0289;-58.0209;Hixkaryána;Ethnoreligion;South America;75;
Coatlan Zapotec;Mexico;MX;1300;16.195278;-96.693889;Spanish;Christianity;Central America;75;
Guevea de Humboldt Zapotec;Mexico;MX;7200;16.7925;-95.368611;Spanish;Christianity;Central America;75;
Asuncion Mixtepec Zapotec;Mexico;MX;1600;16.896389;-96.906944;Spanish;Christianity;Central America;75;
Mazaltepec Zapotec;Mexico;MX;6400;17.172222;-96.870833;Spanish;Christianity;Central America;75;
San Baltazar Loxicha Zapotec;Mexico;MX;1500;16.071944;-96.790278;Spanish;Christianity;Central America;75;
El Alto Zapotec;Mexico;MX;2300;16.814722;-97.028889;Spanish;Christianity;Central America;75;
Zaniza Zapotec;Mexico;MX;4400;16.691111;-97.259722;Spanish;Christianity;Central America;75;
Elotepec Zapotec;Mexico;MX;700;16.822778;-97.204722;Spanish;Christianity;Central America;75;
Ayoquesco Zapotec;Mexico;MX;1800;16.685;-96.843056;Spanish;Christianity;Central America;75;
Xanaguia Zapotec;Mexico;MX;3600;16.090278;-96.244167;Spanish;Christianity;Central America;75;
Petapa Zapotec;Mexico;MX;9400;16.821667;-95.119722;Spanish;Christianity;Central America;75;
Quioquitani-Quieri Zapotec;Mexico;MX;5200;16.319722;-96.266944;Spanish;Christianity;Central America;75;
Santiago Xanica Zapotec;Mexico;MX;19500;16.008889;-96.224722;Spanish;Christianity;Central America;75;
Loxicha Zapotec;Mexico;MX;80000;16.016667;-96.616667;Spanish;Christianity;Central America;75;
Central Miahuatlan Zapotec;Mexico;MX;35500;16.328333;-96.596111;Spanish;Christianity;Central America;75;
Atatlahuca Mixtec;Mexico;MX;10500;17.065278;-97.677222;Spanish;Christianity;Central America;10;
Huitepec Mixtec;Mexico;MX;3300;16.926667;-97.146944;Spanish;Christianity;Central America;75;
Jamiltepec Mixtec;Mexico;MX;18500;16.278333;-97.82;Spanish;Christianity;Central America;75;
Cuyamecalco Mixtec;Mexico;MX;2200;17.963889;-96.830556;Spanish;Christianity;Central America;75;
Sindihui Mixtec;Mexico;MX;80;17.001944;-97.351389;Spanish;Christianity;Central America;75;
Southern Tlaxiaco Mixtec;Mexico;MX;13000;17.045833;-97.619444;Spanish;Christianity;Central America;75;
Itundujia Mixtec;Mexico;MX;1300;16.668611;-97.792778;Spanish;Christianity;Central America;75;
Tacahua Mixtec;Mexico;MX;900;16.9175;-97.492222;Spanish;Christianity;Central America;75;
Tidaa Mixtec;Mexico;MX;425;17.340278;-97.376667;Spanish;Christianity;Central America;75;
Soyaltepec Mixtec;Mexico;MX;225;17.590278;-97.306944;Spanish;Christianity;Central America;75;
Central Chinantec;Mexico;MX;21500;17.776389;-96.3;Spanish;Christianity;Central America;75;
Central Puebla Nahuatl;Mexico;MX;15500;18.715278;-98.261389;Spanish;Christianity;Central America;75;
Matlatzinca;Mexico;MX;1000;19.168889;-99.901944;Spanish;Christianity;Central America;0;
Lealao Chinantec;Mexico;MX;3300;17.337778;-95.976667;Spanish;Christianity;Central America;75;
Coatepec Nahuatl;Mexico;MX;2400;18.339444;-99.721389;Spanish;Christianity;Central America;75;
Mocho;Mexico;MX;225;15.3625;-92.248056;Spanish;Christianity;Central America;75;
Texistepec Popoluca;Mexico;MX;600;17.896944;-94.811389;Spanish;Christianity;Central America;75;
Pacaraos Quechua;Peru;PE;1000;-11.186;-76.6477;Spanish;Ethnoreligion;South America;75;
Vilela;Argentina;AR;550;-27.2103;-63.0352;Spanish;Christianity;South America;0;
Sayula Popoluca;Mexico;MX;12000;17.881111;-94.960556;Spanish;Christianity;Central America;75;
Apasco-Apoala Mixtec;Mexico;MX;11000;17.633333;-97.101111;Spanish;Christianity;Central America;75;
Coyotepec Popoloca;Mexico;MX;250;18.405833;-97.831389;Spanish;Christianity;Central America;10;
Southern Popoloca;Mexico;MX;3600;18.298056;-97.384167;Spanish;Christianity;Central America;75;
Kiliwa;Mexico;MX;200;31.266667;-115.647778;Spanish;Christianity;Central America;75;
Yanacona;Colombia;CO;41500;2.2666;-76.6908;Spanish;Christianity;South America;0;
Oluta Popoluca;Mexico;MX;125;17.928333;-94.893611;Spanish;Christianity;Central America;75;
Tututepec Mixtec;Mexico;MX;3100;16.148889;-97.511389;Spanish;Christianity;Central America;75;
Khatbune;India;IN;1200;28.601597;77.305159;Punjabi, Eastern;Sikhism;Southern Asia;0;
Maghia;India;IN;12000;22.007983;86.4206;Maithili;Hinduism;Southern Asia;0;
Sanhai;India;IN;4200;31.6042;76.5699;Chambeali;Hinduism;Southern Asia;0;
Sindhollu;India;IN;3600;18.483555;79.128841;Telugu;Hinduism;Southern Asia;0;
Sansoi;India;IN;7800;32.099803;76.269101;Kangri;Hinduism;Southern Asia;0;
Khetauri;India;IN;138000;24.241508;86.833015;Maithili;Hinduism;Southern Asia;10;
Pitchiguntla;India;IN;51500;18.79889;79.432213;Telugu;Hinduism;Southern Asia;10;
Parenga;India;IN;19500;19.07501;83.97234;Oriya, Adivasi;Ethnoreligion;Southern Asia;0;
Zoró;Brazil;BR;550;-10.333333;-60.75;Gavião Do Jiparaná;Ethnoreligion;South America;75;
Xipaia;Brazil;BR;80;-2.845348;-52.150337;Portuguese;Ethnoreligion;South America;10;
Katukina of Rio Bia;Brazil;BR;450;-4.938202;-67.732323;Kanamarí;Ethnoreligion;South America;0;
Bangi Me;Mali;ML;2600;14.790269;-3.776061;Bangime;Islam;Western Africa;0;
Konkabay;Guinea;GV;71500;10.663349;-11.777912;Kakabe;Islam;Western Africa;0;
Machineri;Brazil;BR;1100;-10.583333;-70.166667;Machinere;Ethnoreligion;South America;75;
Mawayana;Brazil;BR;10;1.261267;-59.783541;Waiwai;Ethnoreligion;South America;10;
Siona;Colombia;CO;2300;0.343218;-75.981368;Siona;Ethnoreligion;South America;10;
Diahoi;Brazil;BR;100;-7.928576;-62.223347;Tenharim;Ethnoreligion;South America;0;
San Vicente Coatlan Zapotec;Mexico;MX;4600;16.386389;-96.844444;Zapotec, San Vicente Coatlán;Christianity;Central America;75;
Texmelucan Zapotec;Mexico;MX;11000;16.541111;-97.181944;Zapotec, Texmelucan;Christianity;Central America;75;
San Juan Colorado Mixtec;Mexico;MX;19000;16.458611;-97.953611;Mixtec, San Juan Colorado;Christianity;Central America;75;
Santo Domingo Albarradas Zapotec;Mexico;MX;6800;17.021061;-96.421202;Zapotec, Santo Domingo Albarradas;Christianity;Central America;75;
Rincon-Yatee Zapotec;Mexico;MX;18500;17.445556;-96.183889;Zapotec, Rincón;Christianity;Central America;75;
Cajonos Zapotec;Mexico;MX;4100;17.168056;-96.261111;Zapotec, Cajonos;Christianity;Central America;75;
Penoles Mixtec;Mexico;MX;9400;17.077778;-97.001389;Mixtec, Peñoles;Christianity;Central America;75;
San Pedro Quiatoni Zapotec;Mexico;MX;13500;16.783333;-96.031111;Zapotec, San Pedro Quiatoni;Christianity;Central America;75;
Coatzospan Mixtec;Mexico;MX;2800;18.048889;-96.762222;Mixtec, Coatzospan;Christianity;Central America;75;
Quapaw;United States;US;3100;36.94712;-94.66336;English;Christianity;Northern America;75;
Holikachuk;United States;US;225;62.657755;-159.524056;English;Christianity;Northern America;75;
Upper Tanana;United States;US;300;63.01065;-141.87333;English;Christianity;Northern America;75;
Kansa;United States;US;325;36.812754;-96.887441;English;Christianity;Northern America;75;
Hidatsa;United States;US;700;47.75341;-102.52777;English;Christianity;Northern America;75;
Makah;United States;US;900;48.3609;-124.6207;English;Christianity;Northern America;75;
Tanaina;United States;US;1400;60.47124;-150.75926;English;Christianity;Northern America;75;
Columbia-Wenatchi;United States;US;750;48.21697;-118.45361;English;Christianity;Northern America;75;
Spokane;United States;US;1500;47.90869;-118.06211;English;Christianity;Northern America;75;
Warm Springs Tenino;United States;US;1500;44.79848;-121.43977;English;Christianity;Northern America;75;
Quechan;United States;US;3000;32.78589;-114.59862;English;Christianity;Northern America;75;
Lushootseed;United States;US;2600;48.42;-122.52874;English;Christianity;Northern America;75;
Northeast Sahaptin;United States;US;700;45.72055;-118.42416;English;Christianity;Northern America;75;
Skagit;United States;US;550;48.53138;-121.99099;English;Christianity;Northern America;75;
Tanacross;United States;US;225;63.40459;-143.3381;English;Christianity;Northern America;75;
Catawba;United States;US;750;34.9977;-80.9286;English;Christianity;Northern America;75;
Comanche;United States;US;14500;34.57014;-98.42395;English;Christianity;Northern America;75;
Yakima;United States;US;10000;46.26552;-120.75587;English;Christianity;Northern America;75;
Shuswap;Canada;CA;11000;50.7791;-119.7487;English;Christianity;Northern America;75;
West Coast Nootka;Canada;CA;7700;48.8987;-124.9901;English;Christianity;Northern America;75;
Malecite Passamaquoddy;Canada;CA;3300;46.09915;-67.63625;English;Christianity;Northern America;75;
Ntlakyapamuk Thompson;Canada;CA;6900;50.1637;-120.8569;English;Christianity;Northern America;75;
Sechelt;Canada;CA;950;49.4789;-123.743;English;Christianity;Northern America;75;
Squamish;Canada;CA;3400;49.32306;-123.01406;English;Christianity;Northern America;75;
Tsimshian;Canada;CA;7700;54.366;-130.4537;English;Christianity;Northern America;75;
Heiltsuk;Canada;CA;2800;52.1617;-128.1486;English;Christianity;Northern America;75;
Straits Salish;Canada;CA;3900;48.67342;-123.43771;English;Christianity;Northern America;75;
Tahltan;Canada;CA;1300;57.908;-131.164;English;Christianity;Northern America;75;
Onondaga;Canada;CA;900;43.0374;-80.2049;English;Christianity;Northern America;75;
Rembarunga;Australia;AS;275;-12.96079;134.30755;English;Ethnoreligion;Australia and New Zealand;75;
Ngarinman;Australia;AS;600;-16.0394;130.9834;English;Ethnoreligion;Australia and New Zealand;75;
Ngalkbun;Australia;AS;150;-14.5151;132.3891;English;Ethnoreligion;Australia and New Zealand;75;
Wik-Ngathan;Australia;AS;2000;-13.8568;141.5904;English;Christianity;Australia and New Zealand;75;
Wusi-Kerepua;Vanuatu;NH;500;-15.27863;166.696;Jo;Christianity;Melanesia;75;
Orowe;New Caledonia;NC;600;-21.4554;165.4879;Orowe;Christianity;Melanesia;75;
Lomaiviti Islanders;Fiji;FJ;1900;-18.0001;179.30583;Lomaiviti;Christianity;Melanesia;75;
Neo-Melanesian Papuans;Solomon Islands;BP;7700;-8.562368;157.338227;Tok Pisin;Christianity;Melanesia;75;
Poamei;New Caledonia;NC;325;-20.879;164.68;Pwaamei;Christianity;Melanesia;75;
Neku;New Caledonia;NC;350;-21.6524;165.57757;French;Christianity;Melanesia;0;
Nyua-Bonde;New Caledonia;NC;2900;-20.6706;164.3935;Yuanga;Christianity;Melanesia;0;
Gonedauan;Fiji;FJ;850;-16.58861;178.59889;Gone Dau;Christianity;Melanesia;75;
PoaPoa;New Caledonia;NC;50;-20.8216;164.6216;French;Christianity;Melanesia;75;
Nenema;New Caledonia;NC;1300;-20.5499;164.2907;Nêlêmwa-Nixumwak;Christianity;Melanesia;75;
Vao;Vanuatu;NH;3400;-15.91787;167.27077;Vao;Christianity;Melanesia;0;
Tamilouw;Indonesia;ID;4100;-3.3852;129.1992;Sepa (Indonesia);Islam;South-Eastern Asia;75;
Waioli;Indonesia;ID;4900;1.2341;127.49406;Waioli;Ethnoreligion;South-Eastern Asia;75;
Wanggom;Indonesia;ID;1100;-5.5453;140.1538;Wanggom;Christianity;South-Eastern Asia;75;
Gamkonora;Indonesia;ID;2400;1.34308;127.50574;Gamkonora;Islam;South-Eastern Asia;75;
Manipa;Indonesia;ID;2700;-3.30342;127.56521;Manipa;Islam;South-Eastern Asia;75;
Awyu Jair;Indonesia;ID;2700;-8.5296;140.5123;Awyu, Jair;Christianity;South-Eastern Asia;75;
Ormu;Indonesia;ID;850;-2.51361;140.6015;Ormu;Ethnoreligion;South-Eastern Asia;75;
Pago;Indonesia;ID;4400;1.2134;127.78005;Pagu;Ethnoreligion;South-Eastern Asia;75;
Mor;Indonesia;ID;80;-2.801957;132.995129;Iha;Christianity;South-Eastern Asia;75;
Siagha-Yenimu;Indonesia;ID;4500;-7.0038;139.91413;Awyu, Edera;Christianity;South-Eastern Asia;75;
Muyu North;Indonesia;ID;9200;-5.402714;140.871049;Muyu, North;Christianity;South-Eastern Asia;75;
Muyu South;Indonesia;ID;4600;-5.871442;140.695242;Muyu, South;Christianity;South-Eastern Asia;75;
Satawalese;Micronesia;FM;550;7.383;147.034;Satawalese;Christianity;Micronesia;0;
Gaididj;Australia;AS;275;-21.58444;133.60153;Kaytetye;Ethnoreligion;Australia and New Zealand;75;
Namonuito;Micronesia;FM;1100;8.572;149.687;Namonuito;Christianity;Micronesia;0;
Ngarinyin;Australia;AS;90;-16.6408;124.6998;Ngarinyin;Christianity;Australia and New Zealand;75;
Warumungu;Australia;AS;750;-19.3624;134.2732;Warumungu;Ethnoreligion;Australia and New Zealand;75;
Puluwat;Micronesia;FM;1600;6.687;149.299;Puluwatese;Christianity;Micronesia;75;
Chippewa (Eastern Ojibwa);Canada;CA;34000;45.01124;-79.75029;Ojibwa, Eastern;Christianity;Northern America;75;
Daro - Matu;Malaysia;MY;18500;2.521175;111.428612;Melanau, Daro-Matu;Islam;South-Eastern Asia;75;
Ibu;Indonesia;ID;225;1.487;127.545;Sahu;Ethnoreligion;South-Eastern Asia;75;
Sahu;Indonesia;ID;12000;1.00742;127.49252;Sahu;Christianity;South-Eastern Asia;75;
Ngalum;Indonesia;ID;16500;-4.86563;140.57094;Ngalum;Christianity;South-Eastern Asia;75;
Tabaru;Indonesia;ID;22500;1.4717;127.5893;Tabaru;Christianity;South-Eastern Asia;75;
Kayupulau;Indonesia;ID;1100;-2.5455;140.7044;Malay, Papuan;Christianity;South-Eastern Asia;75;
Kwerba;Indonesia;ID;3500;-2.2137;138.48618;Kwerba;Ethnoreligion;South-Eastern Asia;75;
Lifuan;New Caledonia;NC;15500;-20.88918;167.22924;Drehu;Christianity;Melanesia;75;
Paafang;Micronesia;FM;1500;8.564;151.919;Chuukese;Christianity;Micronesia;75;
Nengonese;New Caledonia;NC;10500;-22.2666;166.4053;Nengone;Christianity;Melanesia;75;
Gitxsan;Canada;CA;8500;55.09005;-128.08043;Nisga’a;Christianity;Northern America;75;
West Uvean;New Caledonia;NC;2700;-20.41454;166.58936;Fagauvea;Christianity;Melanesia;0;
Nass-Gitksian;Canada;CA;7100;55.19895;-129.19163;Nisga’a;Christianity;Northern America;75;
Moaveke;New Caledonia;NC;225;-20.9215;164.7367;Hmwaveke;Christianity;Melanesia;75;
Ndonga;Namibia;WA;828000;-17.930526;16.028462;Ndonga;Ethnoreligion;Southern Africa;10;
Port Vato;Vanuatu;NH;2300;-16.30825;168.04551;Port Vato;Christianity;Melanesia;75;
Gao;Solomon Islands;BP;2300;-8.35163;159.78866;Gao;Christianity;Melanesia;75;
North Marquesan;French Polynesia;FP;6400;-8.89412;-140.10792;Marquesan, North;Christianity;Polynesia;75;
Pangasinese;Philippines;RP;2255000;15.93774;120.36519;Pangasinan;Christianity;South-Eastern Asia;75;
Namosi;Fiji;FJ;2000;-18.53081;177.63658;Namosi-Naitasiri-Serua;Christianity;Melanesia;75;
Haka Chin;Myanmar;BM;132000;22.6396;93.6043;Chin, Hakha;Christianity;South-Eastern Asia;75;
Wik-Munkan;Australia;AS;1000;-13.6669;141.7838;Wik-Mungkan;Christianity;Australia and New Zealand;75;
Nyangumarda;Australia;AS;500;-20.62709;121.39125;Nyangumarta;Christianity;Australia and New Zealand;75;
Torres Strait Islander;Australia;AS;11500;-10.1541;142.1493;Torres Strait Creole;Christianity;Australia and New Zealand;75;
Kukatja;Australia;AS;300;-20.3321;127.66587;Kukatja;Ethnoreligion;Australia and New Zealand;75;
Kunjen;Australia;AS;400;-16.6603;143.9976;Torres Strait Creole;Ethnoreligion;Australia and New Zealand;75;
Yindjibarndi;Australia;AS;800;-21.53794;117.00104;Yindjibarndi;Ethnoreligion;Australia and New Zealand;75;
Gugu-Yimidjir;Australia;AS;1800;-14.9424;144.83085;Guugu Yimidhirr;Christianity;Australia and New Zealand;75;
Kitja;Australia;AS;375;-17.6351;127.8029;Kija;Ethnoreligion;Australia and New Zealand;75;
Garawa;Australia;AS;300;-17.4504;137.72014;Garrwa;Ethnoreligion;Australia and New Zealand;75;
Nunggubuyu;Australia;AS;650;-14.272806;135.71938;Nunggubuyu;Christianity;Australia and New Zealand;75;
Maung;Australia;AS;850;-11.6317;133.3676;Maung;Christianity;Australia and New Zealand;75;
Djinang;Australia;AS;300;-12.3299;134.9302;Djinang;Ethnoreligion;Australia and New Zealand;75;
Eastern Arrernte;Australia;AS;2600;-23.35831;135.04638;Arrernte, Eastern;Ethnoreligion;Australia and New Zealand;75;
Gupapuyngu;Australia;AS;650;-12.1037;134.9173;Gupapuyngu;Christianity;Australia and New Zealand;75;
Murinbata;Australia;AS;4500;-14.2456;129.5308;Murrinh-Patha;Christianity;Australia and New Zealand;75;
Ritarungo;Australia;AS;450;-13.2464;135.5447;Kriol;Ethnoreligion;Australia and New Zealand;75;
Western Arrernta;Australia;AS;2800;-23.945;132.779;Arrarnta, Western;Ethnoreligion;Australia and New Zealand;75;
Wanam;Indonesia;ID;3400;-4.171632;139.556205;Yale, Kosarek;Christianity;South-Eastern Asia;75;
Wodani;Indonesia;ID;7500;-3.41642;136.70289;Wolani;Ethnoreligion;South-Eastern Asia;75;
Yava;Indonesia;ID;11000;-1.77196;136.26312;Yawa;Christianity;South-Eastern Asia;75;
Tause;Indonesia;ID;500;-2.8406;136.89869;Tause;Christianity;South-Eastern Asia;75;
Yetfa;Indonesia;ID;1400;-4.004309;140.818758;Yetfa;Christianity;South-Eastern Asia;75;
Usku;Indonesia;ID;125;-3.6394;140.2741;Indonesian;Christianity;South-Eastern Asia;75;
Towei;Indonesia;ID;225;-3.7881;140.6613;Indonesian;Christianity;South-Eastern Asia;75;
Yotafa;Indonesia;ID;475;-2.56434;140.71017;Indonesian;Christianity;South-Eastern Asia;75;
Senggi;Indonesia;ID;275;-3.4456;140.7796;Indonesian;Christianity;South-Eastern Asia;75;
Tarpia;Indonesia;ID;700;-2.3631;140.0446;Indonesian;Christianity;South-Eastern Asia;75;
Pass Valley Yaly;Indonesia;ID;8000;-3.76869;139.25967;Yali, Pass Valley;Christianity;South-Eastern Asia;75;
Naltya;Indonesia;ID;17500;-4.3601;139.8628;Nalca;Christianity;South-Eastern Asia;75;
Marengge;Indonesia;ID;60;-2.3696;139.6286;Indonesian;Christianity;South-Eastern Asia;75;
Nduga;Indonesia;ID;17000;-3.863353;137.786475;Nduga;Christianity;South-Eastern Asia;75;
Ninia Yali;Indonesia;ID;15000;-4.4737;139.39045;Yali, Ninia;Ethnoreligion;South-Eastern Asia;75;
Moni;Indonesia;ID;30500;-3.72962;136.88584;Moni;Christianity;South-Eastern Asia;75;
Nafri;Indonesia;ID;3400;-2.65036;140.72696;Malay, Papuan;Christianity;South-Eastern Asia;75;
Kupel;Indonesia;ID;13500;-4.50417;140.44268;Ketengban;Christianity;South-Eastern Asia;75;
Lepki;Indonesia;ID;800;-4.1059;140.46393;Lepki;Christianity;South-Eastern Asia;75;
Morari;Indonesia;ID;350;-8.496407;140.612599;Indonesian;Christianity;South-Eastern Asia;75;
Kwansu;Indonesia;ID;700;-2.57316;140.26386;Indonesian;Christianity;South-Eastern Asia;75;
Goliath;Indonesia;ID;6300;-4.69676;140.09981;Una;Christianity;South-Eastern Asia;75;
Gresi;Indonesia;ID;4100;-2.72229;140.2794;Indonesian;Ethnoreligion;South-Eastern Asia;75;
Demta;Indonesia;ID;1800;-2.38475;140.16567;Indonesian;Christianity;South-Eastern Asia;75;
Keder;Indonesia;ID;900;-2.012804;139.053818;Indonesian;Christianity;South-Eastern Asia;75;
Citak Asmat;Indonesia;ID;13500;-5.58276;139.46085;Citak;Christianity;South-Eastern Asia;75;
Kaure;Indonesia;ID;600;-3.3203;140.1461;Malay, Papuan;Christianity;South-Eastern Asia;75;
Dubu;Indonesia;ID;250;-3.62591;140.76837;Indonesian;Christianity;South-Eastern Asia;75;
Hupla;Indonesia;ID;5400;-4.36349;139.16433;Hupla;Christianity;South-Eastern Asia;75;
Karas;Indonesia;ID;400;-3.4457;132.6796;Indonesian;Christianity;South-Eastern Asia;75;
Sawuy;Indonesia;ID;5100;-10.560911;121.881425;Indonesian;Christianity;South-Eastern Asia;75;
Dusun Witu;Indonesia;ID;6500;-1.57408;114.97946;Dusun Witu;Ethnoreligion;South-Eastern Asia;75;
Duriankere;Indonesia;ID;175;-1.384;130.919;Indonesian;Christianity;South-Eastern Asia;75;
Yarsun;Indonesia;ID;275;-2.129084;139.512832;Malay, Papuan;Christianity;South-Eastern Asia;75;
Trangan Barat;Indonesia;ID;9100;-6.62046;134.16821;Tarangan, West;Christianity;South-Eastern Asia;75;
Kedang;Indonesia;ID;33500;-8.23039;123.76988;Kedang;Christianity;South-Eastern Asia;75;
Talaud;Indonesia;ID;111000;4.11846;126.79467;Talaud;Christianity;South-Eastern Asia;75;
Kulawi;Indonesia;ID;9300;-1.4313;120.00937;Moma;Christianity;South-Eastern Asia;75;
Lio;Indonesia;ID;125000;-8.68615;121.8322;Li’o;Christianity;South-Eastern Asia;10;
Lindu;Indonesia;ID;2800;-1.321;120.105;Tado;Christianity;South-Eastern Asia;75;
Nimboran;Indonesia;ID;5700;-2.5803;140.1793;Malay, Papuan;Christianity;South-Eastern Asia;75;
